LTER	Dataset	Species	Abundance.trend
Sevilleta	Pitfall	EUP_IND	0.784538090711486
Sevilleta	Pitfall	EUR_SCR	2.97144621642191
Sevilleta	Pitfall	GLY_SOR	1.42715450262777
Sevilleta	Pitfall	GRY_1	1.41490480508672
Sevilleta	Pitfall	GRY_NYM	-1.50419897278049
Sevilleta	Pitfall	GRY_PEN	2.09857960323238
Sevilleta	Pitfall	HAB_CLY	-0.80011547423002
Sevilleta	Pitfall	HAP_CHA	-0.958787289967342
Sevilleta	Pitfall	HEL_RUF	-3.09510732535442
Sevilleta	Pitfall	HER_BUB	-1.28913465083768
Sevilleta	Pitfall	HER_HES	2.1837837587176
Sevilleta	Pitfall	HOG_CAR	-2.24137555814212
Sevilleta	Pitfall	HOL_HOL	0.991575752556195
Sevilleta	Pitfall	HOP_BOR	-0.0637466956832057
Sevilleta	Pitfall	LAN_SCH	-0.397375761513618
Sevilleta	Pitfall	LAT_HES	2.18505887540039
Sevilleta	Pitfall	LEP_INT	2.61957717418405
Sevilleta	Pitfall	MAC_AUR	0.0882211239886091
Sevilleta	Pitfall	MAS_GIG	2.729384828896
Sevilleta	Pitfall	MEG_TEN	-2.56762124113196
Sevilleta	Pitfall	MEL_1	-1.99317971695351
Sevilleta	Pitfall	NYS_1	1.38627628494727
Sevilleta	Pitfall	OEC_CAL	1.75183548689567
Sevilleta	Pitfall	PAN_BIL	-2.36701404294329
Sevilleta	Pitfall	PAR_ORO	2.2582328990407
Sevilleta	Pitfall	PAS_ELO	0.0184805523258906
Sevilleta	Pitfall	PAS_OBS	-3.0430722897558
Sevilleta	Pitfall	PLA_ARI	1.23393148137055
Sevilleta	Pitfall	PSI_1	1.80800283560504
Sevilleta	Pitfall	PSO_DEL	-0.769535624481112
Sevilleta	Pitfall	PSO_TEX	1.25769323448482
Sevilleta	Pitfall	SCH_MCC	2.89113279445584
Sevilleta	Pitfall	SCO_POL	2.03993731137002
Sevilleta	Pitfall	STE_1	1.81491477944221
Sevilleta	Pitfall	SYR_MON	-1.05173853324504
Sevilleta	Pitfall	THA_COL	0.282404427972901
Sevilleta	Pitfall	TRI_PAL	-2.08899720317348
Sevilleta	Pitfall	VAE_COA	-0.516191801679442
Sevilleta	Pitfall	VAR_GOS	-1.52478986079213
Sevilleta	Pitfall	XAN_COR	3.85412967318755
Sevilleta	Pitfall	XYS_FAC	-1.09091453343167
Sevilleta	Pitfall	XYS_LAS	-0.108983624378629
Sevilleta	Pitfall	XYS_LOC	-2.68416994927131
Sevilleta	Pitfall	ZEL_ANG	0.887214019921979
Sevilleta	Pitfall	ZEL_LAS	3.32872137237774
Sevilleta	Pitfall	ZEL_TUO	2.45986184291691
